bookID,title,authors
2965,The Wit and Wisdom of Mark Twain,Mark Twain
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank
2968,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider
2971,The Autobiography of Mark Twain,Mark Twain/Charles Neider
2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd
2978,Lost Horizon,James Hilton
2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines
2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday
2998,The Secret Garden,Frances Hodgson Burnett
3003,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert
3004,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober
3006,The Secret Garden,Frances Hodgson Burnett/Alison Lurie
3008,A Little Princess,Frances Hodgson Burnett/Nancy Bond
3011,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell
3025,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell
3040,Black Rednecks and White Liberals,Thomas Sowell
3041,Applied Economics: Thinking Beyond Stage One,Thomas Sowell
3042,Knowledge And Decisions,Thomas Sowell
3047,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard
3053,Alcoholics Anonymous,Alcoholics Anonymous
3055,Alcoholics Anonymous,Alcoholics Anonymous
3056,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous
3061,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon
3065,Natural Health  Natural Medicine,Andrew Weil
3066,The Fixer,Bernard Malamud/Jonathan Safran Foer
3067,The Complete Stories,Bernard Malamud/Robert Giroux
3068,The Assistant,Bernard Malamud/Jonathan Rosen
3070,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher
3072,The Tenants,Bernard Malamud/Aleksandar Hemon
3075,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim
3084,April  May und June,Elizabeth von Arnim
3087,A Room with a View,E.M. Forster
3088,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott
3100,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster
3101,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine
3102,Howards End,E.M. Forster
3103,Maurice,E.M. Forster
3104,E. M. Forster: A Life,P.N. Furbank
3105,Howards End,E.M. Forster
3107,The Sixteen Pleasures,Robert Hellenga
3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood
3117,The Rescue (Kidnapped  #3),Gordon Korman
3119,Hunting the Hunter (On the Run  #6),Gordon Korman
3120,Public Enemies (On The Run  #5),Gordon Korman
3130,Runaway Bride,Deborah  Gordon
3142,The Bridge over the Drina,Ivo Andrić/William H. McNeill
3144,Drina Dances in Paris,Jean Estoril
3145,Drina Ballerina,Jean Estoril
3147,Le Pont sur la Drina,Ivo Andrić/Pascale Delpech
3152,Drina Dances in Italy,Jean Estoril
3155,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan
3156,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan
3167,Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen
3231,Gorgias/Timaeus,Plato/Benjamin Jowett
3232,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett
3248,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey
3254,The Trojan Women,Euripides/Gilbert Murray
3258,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides
3273,Moloka'i (Moloka'i #1),Alan Brennert
3280,Teaching with the Brain in Mind,Eric Jensen
3283,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi
3290,Eva Luna,Isabel Allende/Margaret Sayers Peden
3291,The Stories of Eva Luna,Isabel Allende
3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart
3298,El bosque de los pigmeos,Isabel Allende
3300,Inés of My Soul,Isabel Allende/Margaret Sayers Peden
3301,La casa de los espíritus,Isabel Allende
3302,El plan infinito,Isabel Allende
3303,El reino del dragón de oro,Isabel Allende
3304,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden
3311,Self,Yann Martel
3316,Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas
3325,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders
3340,The Story of Salt,Mark Kurlansky/S.D. Schindler
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV
3343,Boogaloo on 2nd Avenue,Mark Kurlansky
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky
3345,1968: The Year That Rocked the World,Mark Kurlansky
3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky
3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky
3348,The Cod's Tale,Mark Kurlansky/S.D. Schindler
3351,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling
3359,Angle of Repose,Wallace Stegner/Jackson J. Benson
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug
3384,Girlfriend in a Coma,Douglas Coupland
3388,Corelli's Mandolin,Louis de Bernières
3402,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams
3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham
3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham
3409,Temptations,Otis Williams/Patricia Romanowski
3413,The Thorn Birds,Colleen McCullough
3416,Caesar (Masters of Rome  #5),Colleen McCullough
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough
3418,On  Off (Carmine Delmonico  #1),Colleen McCullough
3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough
3420,Morgan's Run,Colleen McCullough
3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough
3422,The First Man in Rome (Masters of Rome  #1),Colleen McCullough
3424,The Grass Crown (Masters of Rome  #2),Colleen McCullough
3425,Tim,Colleen McCullough
3426,O'Brien's the Things They Carried,Jill Colella/CliffsNotes
3431,The Five People You Meet in Heaven,Mitch Albom
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon
3438,The Curious Incident of the Dog In the Night-time,Mark Haddon
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon
3444,Northern Lights,Tim O'Brien
3445,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien
3446,Going After Cacciato,Tim O'Brien
3447,In the Lake of the Woods,Tim O'Brien
3449,The Nuclear Age,Tim O'Brien
3462,The Rescue,Nicholas Sparks
3463,A Bend in the Road,Nicholas Sparks
3464,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks
3465,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks
3466,The Wedding (The Notebook  #2),Nicholas Sparks
3468,El Guardián,Nicholas Sparks/Ramón González Férriz
3469,Nights in Rodanthe,Nicholas Sparks
3471,Message in a Bottle,Nicholas Sparks
3473,A Walk to Remember,Nicholas Sparks
3476,Icy Sparks,Gwyn Hyman Rubio
3478,Message in a Bottle,Nicholas Sparks
3479,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim
3483,Special Topics in Calamity Physics,Marisha Pessl
3491,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith
3493,On Truth,Harry G. Frankfurt/Baruch Spinoza
3507,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich
3509,Sharp Edges,Jayne Ann Krentz
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach
3513,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus
3516,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus
3519,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka
3529,The World's First Love: Mary  Mother of God,Fulton J. Sheen
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka
3531,The Tutor's First Love,George MacDonald/Michael R. Phillips
3532,First Love,Ivan Turgenev/Constance Garnett
3536,Love @ First Site,Jane Moore
3545,First Love  Second Chance,Amanda Clark
3554,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien
3557,The Modern Prince and Other Writings,Antonio Gramsci
3562,Emily of New Moon (Emily  #1),L.M. Montgomery
3564,The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston
3566,Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst
3574,Anne of Avonlea,L.M. Montgomery/Susan O'Malley
3577,A Tangled Web,L.M. Montgomery
3579,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery
3580,Pat of Silver Bush (Pat  #1),L.M. Montgomery
3581,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle
3582,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger
3583,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger
3584,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner
3585,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles
3587,Sherlock Holmes: The Unauthorized Biography,Nick Rennison
3593,Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK
3595,The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem
3597,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle
3599,The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK
3603,Personal Finance For Dummies,Eric Tyson
3604,Personal Finance for Dummies,Eric Tyson/Rich Tennant
3631,Catching Alice,Clare Naylor
3635,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp
3636,The Giver (The Giver  #1),Lois Lowry
3638,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass
3640,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford
3649,The Last Life,Claire Messud
3650,The Hunters,Claire Messud
3651,When the World Was Steady,Claire Messud
3656,The Sea,John Banville
3657,The Sea,John Banville
3659,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville
3660,Athena (The Freddie Montgomery Trilogy #3),John Banville
3661,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville
3664,Shroud (The Cleave Trilogy #2),John Banville
3665,Ghosts,John Banville
3679,On Beauty,Zadie Smith
3682,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray
3684,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman
3685,Black Beauty,Anna Sewell
3686,Truth and Beauty,Ann Patchett
3687,The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry
3688,Complete Short Stories,Graham Greene/Pico Iyer
3690,The Power and the Glory,Graham Greene/John Updike
3692,The Heart of the Matter,Graham Greene
3693,Orient Express,Graham Greene/Christopher Hitchens
3695,Journey Without Maps,Graham Greene/Paul Theroux
3698,The Quiet American,Graham Greene/Robert  Stone
3701,Collected Short Stories,Graham Greene
3705,The Third Man & The Fallen Idol,Graham Greene
3707,The Tenth Man,Graham Greene
3710,The Autograph Man,Zadie Smith
3711,White Teeth,Zadie Smith
3717,Stranger than Fiction,Chuck Palahniuk
3731,Great Short Works of Herman Melville,Herman Melville/Warner Berthoff
3732,Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren
3733,Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle
3734,Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford
3736,Redburn,Herman Melville/Harold Beaver
3738,Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle
3743,Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson
3744,Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold
3750,Moonraker (James Bond  #3),Ian Fleming
3751,Moonraker's Bride,Madeleine Brent
3754,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming
3758,Casino Royale (James Bond  #1),Ian Fleming
3759,Goldfinger (James Bond  #7),Ian Fleming
3762,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming
3765,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming
3768,Book of Sketches,Jack Kerouac/George Condo
3769,The Dharma Bums,Jack Kerouac
3770,Book of Haikus,Jack Kerouac
3774,The Subterraneans,Jack Kerouac
3776,Ballet Shoes,Noel Streatfeild
3782,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode
3784,Movie Shoes (Shoes  #6),Noel Streatfeild
3787,Party Shoes (Shoes  #5),Noel Streatfeild
3788,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild
3797,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe
3798,The River,Rumer Godden
3799,The Dolls' House,Rumer Godden/Christian Birmingham
3801,China Court: The Hours of a Country House,Rumer Godden
3803,Rumer Godden,Anne Chisholm
3805,The Corrections,Jonathan Franzen
3806,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian
3815,Original Sin (Adam Dalgliesh #9),P.D. James
3818,Original Sin: Illuminating the Riddle,Henri Blocher
3820,An Original Sin,Nina Bangs
3822,Aliens: Original Sin,Michael Jan Friedman
3825,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke
3826,The Lighthouse (Adam Dalgliesh #13),P.D. James
3827,Unnatural Causes (Adam Dalgliesh #3),P.D. James
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James
3829,A Mind To Murder (Adam Dalgliesh  #2),P.D. James
3830,A Taste for Death (Adam Dalgliesh  #7),P.D. James
3831,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James
3833,The Black Tower (Adam Dalgliesh #5),P.D. James
3834,Innocent Blood,P.D. James
3835,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom
3836,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría
3837,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie
3840,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes
3841,Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam
3842,Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman
3848,Desert Heat (Joanna Brady  #1),J.A. Jance
3849,Kentucky Heat,Fern Michaels
3850,Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg
3851,Texas Heat (Texas  #2),Fern Michaels
3852,Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton
3853,Heat and Dust,Ruth Prawer Jhabvala
3858,Holy Cow: An Indian Adventure,Sarah Macdonald
3859,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan
3867,The History of Love,Nicole Krauss
3869,A Brief History of Time,Stephen Hawking
3870,A Short History of Nearly Everything,Bill Bryson
3871,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.
3872,A History of the World in 6 Glasses,Tom Standage
3873,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong
3875,The Sun Also Rises,Ernest Hemingway/William Hurt
3886,The Bon Appetit Cookbook,Barbara Fairchild
3895,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo
3900,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson
3914,Sylvia,Leonard Michaels/Diane Johnson
3916,The Life Of Dashiell Hammett,Diane Johnson
3918,Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre
3921,London is the Best City in America,Laura Dave
3938,Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini
3939,The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons
3940,Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens
3966,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber
3967,La Chute d'Hypérion II,Dan Simmons/Guy Abadia
3968,Endymion,Dan Simmons/Guy Abadia
3972,Olympos (Ilium  #2),Dan Simmons
3973,Ilium (Ilium  #1),Dan Simmons
3974,The Terror,Dan Simmons
3975,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons
3976,Hard Freeze (Joe Kurtz  #2),Dan Simmons
3977,Endymion (Hyperion Cantos  #3),Dan Simmons
3978,A Winter Haunting (Seasons of Horror  #2),Dan Simmons
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon
3986,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy
3997,The Great House of God,Max Lucado
4006,The Valkyries,Paulo Coelho/Alan R. Clarke
4008,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor
4009,Nine Stories,J.D. Salinger
4014,The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole
4023,American Psycho,Bret Easton Ellis
4031,Lunar Park,Bret Easton Ellis
4035,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow
4043,Godless,Pete Hautman
4050,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers
4055,Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore
4060,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet
4066,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra
4069,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch
4070,Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch
4075,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel
4077,Search Engine Optimization for Dummies,Peter Kent
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby
4104,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell
4106,Blink 182,Anne Hoppus
4108,I Blink: And Other Questions About My Body,Brigid Avison
4117,The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley
4119,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg
4122,Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras
4135,I Like You: Hospitality Under the Influence,Amy Sedaris
4140,Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett
4144,Bringing Down The House,Ben Mezrich
4162,Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose
4165,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson
4167,The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton
4191,The Cold Six Thousand (Underworld USA #2),James Ellroy
4200,White Teeth,Zadie Smith
4204,White Teeth,Zadie Smith
4207,White Teeth,Zadie Smith
4216,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg
4221,The Guide to Dan Brown's the Solomon Key,Greg  Taylor
4223,The Da Vinci Code (Robert Langdon  #2),Dan Brown
4227,Angels & Demons (Robert Langdon  #1),Dan Brown
4232,The Illuminati,Larry Burkett
4241,The Illuminati Papers,Robert Anton Wilson
4248,The Da Vinci Code,Dan Brown
4249,The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael
4250,El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella
4251,Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman
4256,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling
4259,Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris
4260,The Polysyllabic Spree,Nick Hornby
4261,Songbook,Nick Hornby
4263,My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson
4264,Fever Pitch,Nick Hornby
4267,High Fidelity,Nick Hornby
4273,About a Boy,Nick Hornby
4277,The Complete Polysyllabic Spree,Nick Hornby
4278,Medicus (Gaius Petreius Ruso  #1),Ruth Downie
4287,Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee
4295,David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn
4300,Scar Tissue,Anthony Kiedis
4314,Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt
4315,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank
4325,Dreamland,Sarah Dessen
4326,End Game (Dreamland  #8),Dale Brown/Jim DeFelice
4329,H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen
4331,Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice
4332,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice
4337,The Zanzibar Chest,Aidan Hartley
4338,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper
4339,Dispatches,Michael Herr
4341,Dispatch,Bentley Little
4346,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion
4352,Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright
4359,How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson
4360,My War Gone By  I Miss It So,Anthony Loyd
4362,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid
4364,Maximum City: Bombay Lost and Found,Suketu Mehta
4370,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham
4372,When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him
4373,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung
4382,Fahrenheit 451,Ray Bradbury/Christopher Hurt
4390,Los funerales de la Mamá Grande,Gabriel García Márquez
4394,Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein
4397,The Grapes of Wrath,John Steinbeck/Robert DeMott/Mick Wiggins
4398,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck
4399,The Grapes of Wrath,John Steinbeck
4404,American Gods,Neil Gaiman
4405,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham
4407,American Gods (American Gods  #1),Neil Gaiman
4408,East of Eden,John Steinbeck
4411,Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer
4415,East Of Eden,John Steinbeck
4417,Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber
4418,The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone
4424,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek
4434,Sellevision,Augusten Burroughs
4435,Dry,Augusten Burroughs
4436,Running with Scissors,Augusten Burroughs
4451,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck
4465,The Adventures of Sherlock Holmes,Arthur Conan Doyle
4472,A Prayer for Owen Meany,John Irving
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg
4479,Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull
4487,Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding
4488,Bridget Jones's Guide to Life,Helen Fielding
4515,Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón
4519,A Framework for Understanding Poverty,Ruby K. Payne
4520,El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón
4524,The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves
4525,Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black/David Heinemeier Hansson
4540,About the B'nai Bagels,E.L. Konigsburg
4579,The Far Side of Evil,Sylvia Engdahl
4580,Enchantress from the Stars,Sylvia Engdahl/Lois Lowry
4583,Everything Is Illuminated,Jonathan Safran Foer
4584,Everything Is Illuminated,Jonathan Safran Foer
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley
4593,Bioinformatics: Sequence and Genome Analysis,David W. Mount
4595,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve
4599,Carter Beats the Devil,Glen David Gold
4600,Moo  Baa  La La La!,Sandra Boynton
4601,Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin
4602,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin
4605,Moo,Jane Smiley
4606,Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel
4608,CliffsNotes on Heller's Catch-22,Charles A. Peek/CliffsNotes/Joseph Heller
4610,Catch-22,Joseph Heller
4620,Geisha,Liza Dalby
4623,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare
